"event_number","event_number_niskin","ship","cruise","latitude","longitude","depth_m","date_sampled","date_processed","syn_cells_per_ml","syn_biovolume_concentration","syn_carbon_concentration","syn_volume_analyzed_ml","syn_filename","redeuk_leq_2um_cells_per_ml","redeuk_leq_2um_biovolume_concentration","redeuk_leq_2um_carbon_concentration","redeuk_leq_3um_cells_per_ml","redeuk_leq_3um_biovolume_concentration","redeuk_leq_3um_carbon_concentration","redeuk_leq_5um_cells_per_ml","redeuk_leq_5um_biovolume_concentration","redeuk_leq_5um_carbon_concentration","redeuk_leq_10um_cells_per_ml","redeuk_leq_10um_biovolume_concentration","redeuk_leq_10um_carbon_concentration","redeuk_leq_20um_cells_per_ml","redeuk_leq_20um_biovolume_concentration","redeuk_leq_20um_carbon_concentration","redeuk_volume_analyzed_ml","redeuk_filename","hetprok_cells_per_ml","hetprok_carbon_concentration","hetprok_volume_analyzed_ml","hetprok_filename"
"EN657_20","EN657_20_07","Endeavor","EN657",41.3205,-70.5778,2,2020-10-18 01:45:05,2022-10-17,193265.625,67395.6906761252,15.3812558416745,0.32,"NESLTER_EN657_Oct2020_preserved(1)_phyto_CHL_SSC_C20N07.fcs",62928.125,86792.8849805778,18.2206917155718,65193.75,101623.321988502,21.0705371830731,65865.625,121955.847319347,24.6228590015668,66340.625,209597.624505249,38.2586025767646,66440.625,355540.367254227,58.2387631893734,0.32,"NESLTER_EN657_Oct2020_preserved(1)_phyto_CHL_SSC_C20N07.fcs",3106800,62.136,0.08,"NESLTER_EN657_Oct2020_preserved(1)_hbac_SYBR_SSC_C20N07.fcs"
"MVCO_436","MVCO_436_00","Tioga","ti1139",41.325,-70.5657,0,2020-12-11 16:00:00,2024-07-11,9043.75,3284.48913445076,0.747248451318771,0.32,"MVCO_2020_phyto_CHL_SSC_MV436N00.fcs",8740.625,15930.4239883412,3.29354437630149,10178.125,26372.1033689374,5.28686208639185,11012.5,48890.6717413766,9.25021613423772,11356.25,118599.662554567,20.0588021530177,11450,278435.092804216,41.8463101882041,0.32,"MVCO_2020_phyto_CHL_SSC_MV436N00.fcs",1489312.5,29.78625,0.08,"MVCO_2020_hbac_SYBR_SSC_MV436N00.fcs"
"EN661_14","EN661_14_02","Endeavor","EN661",41.3202,-70.5765,13.7,2021-02-07 00:41:01,2022-11-30,381.25,142.684416745286,0.0323345223000318,0.32,"NESLTER_EN661_Feb2022_preserved_phyto_CHL_SSC_C14N02.fcs",2475,3852.895835358,0.80194220847977,2993.75,7920.24033965616,1.57525208899827,3840.625,41865.2637847233,7.41028848692613,4521.875,133241.605132037,21.9198395163838,4696.875,383039.349602086,56.250019141132,0.32,"NESLTER_EN661_Feb2022_preserved_phyto_CHL_SSC_C14N02.fcs",1120137.5,22.40275,0.08,"NESLTER_EN661_Feb2022_preserved_hbac_SYBR_SSC_C14N02.fcs"
"EN661_14","EN661_14_04","Endeavor","EN661",41.3202,-70.5765,8,2021-02-07 00:41:01,2022-12-01,387.5,151.553075507873,0.0341798963310248,0.32,"NESLTER_EN661_Feb2022_preserved(1)_phyto_CHL_SSC_C14N04.fcs",2528.125,4170.66264141952,0.86520205498873,3221.875,9492.40823232876,1.87782600570877,4346.875,52378.5311260346,9.27233401799768,4878.125,131594.953905059,21.7527788430622,5096.875,492693.496003961,70.9634230348105,0.32,"NESLTER_EN661_Feb2022_preserved(1)_phyto_CHL_SSC_C14N04.fcs",1141950,22.839,0.08,"NESLTER_EN661_Feb2022_preserved(1)_hbac_SYBR_SSC_C14N04.fcs"
"EN661_14","EN661_14_07","Endeavor","EN661",41.3202,-70.5765,2.5,2021-02-07 00:41:01,2022-11-30,293.75,105.924863614757,0.0241087104684815,0.32,"NESLTER_EN661_Feb2022_preserved_phyto_CHL_SSC_C14N07.fcs",2528.125,3937.71828060316,0.82042803091074,3078.125,7969.11613621705,1.58964240394697,4162.5,48574.1962188045,8.59960292256114,4756.25,121554.620568185,20.2509251612994,4856.25,280669.100985165,42.0323098518131,0.32,"NESLTER_EN661_Feb2022_preserved_phyto_CHL_SSC_C14N07.fcs",1133325,22.6665,0.08,"NESLTER_EN661_Feb2022_preserved_hbac_SYBR_SSC_C14N07.fcs"
"MVCO_437","MVCO_437_01","Tioga","ti1153",41.325,-70.5657,13,2021-04-06 17:00:00,2024-06-26,56.25,23.3543920956976,0.00529255109012502,0.32,"MVCO_2021_phyto_CHL_SSC_MV437N01.fcs",10268.75,19716.7754311944,4.05785000299309,12196.875,33260.3124899353,6.64828627856958,13478.125,70302.65983681,13.1382259587555,14140.625,186899.676900029,31.3964270087529,14196.875,268555.561838074,42.5966228641141,0.32,"MVCO_2021_phyto_CHL_SSC_MV437N01.fcs",1127612.5,22.55225,0.08,"MVCO_2021_hbac_SYBR_SSC_MV437N01.fcs"
"MVCO_437","MVCO_437_02","Tioga","ti1153",41.325,-70.5657,10,2021-04-06 17:00:00,2024-06-26,37.5,14.4138365521541,0.00326028400926071,0.32,"MVCO_2021_phyto_CHL_SSC_MV437N02.fcs",11037.5,21312.313632885,4.38305599194732,13865.625,41709.1935456967,8.27737872352075,15731.25,95529.8292754492,17.7082362059931,16662.5,244578.553636354,41.1811100371463,16775,408174.85211747,63.6532966304272,0.32,"MVCO_2021_phyto_CHL_SSC_MV437N02.fcs",1053925,21.0785,0.08,"MVCO_2021_hbac_SYBR_SSC_MV437N02.fcs"
"MVCO_437","MVCO_437_03","Tioga","ti1153",41.325,-70.5657,6,2021-04-06 17:00:00,2024-07-19,53.125,17.0128296740141,0.00392170389633793,0.32,"MVCO_2021_phyto_CHL_SSC_MV437N03.fcs",13065.625,22955.3153876981,4.74079067425963,16456.25,49565.0586484046,9.7957028158019,18568.75,109660.270736194,20.3252935420342,19471.875,232084.555394818,39.8011393018451,19587.5,401432.837775972,63.0886002089087,0.32,"MVCO_2021_phyto_CHL_SSC_MV437N03.fcs",1038462.5,20.76925,0.08,"MVCO_2021_hbac_SYBR_SSC_MV437N03.fcs"
"MVCO_437","MVCO_437_04","Tioga","ti1153",41.325,-70.5657,2,2021-04-06 17:00:00,2024-06-26,90.625,42.7616155909504,0.0095899896444817,0.32,"MVCO_2021_phyto_CHL_SSC_MV437N04.fcs",12481.25,23062.9545273222,4.74904909305122,16253.125,51983.3847215451,10.2500754369185,18293.75,107125.158226503,19.9491357868001,18728.125,166636.435977445,29.3877802225837,18796.875,268429.719218377,43.3063650305838,0.32,"MVCO_2021_phyto_CHL_SSC_MV437N04.fcs",977875,19.5575,0.08,"MVCO_2021_hbac_SYBR_SSC_MV437N04.fcs"
"MVCO_438","MVCO_438_00","Tioga","ti1159",41.325,-70.5657,0,2021-04-20 18:00:00,2024-07-19,187.5,61.5880503209585,0.01411116022793,0.32,"MVCO_2021_phyto_CHL_SSC_MV438N00.fcs",44359.375,68322.8727240223,14.241482609273,47212.5,84790.3540015844,17.4335556672091,47687.5,96699.1191845562,19.5409086119567,47790.625,119190.498343838,23.0125965799267,47850,215451.401094378,36.1647284853739,0.32,"MVCO_2021_phyto_CHL_SSC_MV438N00.fcs",1907137.5,38.14275,0.08,"MVCO_2021_hbac_SYBR_SSC_MV438N00.fcs"
"MVCO_439","MVCO_439_00","Tioga","ti1164",41.325,-70.5657,0,2021-05-13 19:45:00,2024-06-26,831.25,367.808539893488,0.0827046126763848,0.32,"MVCO_2021_phyto_CHL_SSC_MV439N00.fcs",14490.625,20621.9688845341,4.31317303700709,15609.375,27585.9779837908,5.6563557384279,16143.75,43482.5107562032,8.43904553087382,16431.25,112029.709954862,18.9464826587667,16490.625,184349.574216888,28.9623638468771,0.32,"MVCO_2021_phyto_CHL_SSC_MV439N00.fcs",1920675,38.4135,0.08,"MVCO_2021_hbac_SYBR_SSC_MV439N00.fcs"
"MVCO_440","MVCO_440_00","Tioga","ti1165",41.325,-70.5657,0,2021-05-14 18:50:00,2024-06-17,1215.625,470.715789069779,0.107065458208126,0.32,"MVCO_2021_phyto_CHL_SSC_MV440N00.fcs",21253.125,28067.7822665654,5.89946351645949,22162.5,34462.2038840606,7.1220336338522,22940.625,56655.0268951703,11.0166679892722,23475,172175.307724964,28.8594947049913,23584.375,293871.307477109,45.9000852333258,0.32,"MVCO_2021_phyto_CHL_SSC_MV440N00.fcs",2223050,44.461,0.08,"MVCO_2021_hbac_SYBR_SSC_MV440N00.fcs"
"MVCO_441","MVCO_441_00","Tioga","ti1176",41.325,-70.5657,0,2021-06-30 14:00:00,2024-06-17,38831.25,11949.8810245418,2.74299465550968,0.32,"MVCO_2021_phyto_PE_SSC_MV441N00.fcs",22496.875,23410.2795594084,4.97365803535372,25837.5,52945.3323287515,10.5482709466331,30390.625,187428.087703144,34.0821573606472,32140.625,560312.079895673,91.5156187524863,32678.125,1001617.72125089,154.493370397584,0.32,"MVCO_2021_phyto_CHL_SSC_MV441N00.fcs",1800762.5,36.01525,0.08,"MVCO_2021_hbac_SYBR_SSC_MV441N00.fcs"
"MVCO_442","MVCO_442_00","Tioga","ti1183",41.325,-70.5657,0,2021-07-15 18:30:00,2024-06-17,113950,38393.0008498773,8.74585706011403,0.32,"MVCO_2021_phyto_PE_SSC_MV442N00.fcs",33743.75,42244.6785677376,8.88128044488172,38146.875,76214.971236547,15.3435686696375,42775,222817.831882695,40.8773018053841,44818.75,492771.51652596,83.7985685427003,44956.25,639433.127560644,104.381842187895,0.32,"MVCO_2021_phyto_CHL_SSC_MV442N00.fcs",2912312.5,58.24625,0.08,"MVCO_2021_hbac_SYBR_SSC_MV442N00.fcs"
"EN668_25","EN668_25_02","Endeavor","EN668",41.3177,-70.579,15.9,2021-07-21 11:06:22,2021-08-06,87078.125,28060.7625093006,6.43310725584354,0.32,"NESLTER_EN668_July2021_preserved_phyto_CHL_SSC_C025N02.fcs",22475,23962.4067608691,5.08426465547325,25131.25,45190.8185481722,9.11383835832995,27143.75,104753.420430431,19.5306683660924,28159.375,286058.504017444,47.8067363579892,28343.75,532588.721361767,81.7846385091994,0.32,"NESLTER_EN668_July2021_preserved_phyto_CHL_SSC_C025N02.fcs",2340316.667,46.8063333333333,0.06,"NESLTER_EN668_July2021_preserved_hbac_SYBR_SSC_C025N02.fcs"
"EN668_25","EN668_25_05","Endeavor","EN668",41.3177,-70.579,10.3,2021-07-21 11:06:22,2021-08-06,97378.125,30085.1985912344,6.90633600567489,0.32,"NESLTER_EN668_July2021_preserved_phyto_CHL_SSC_C025N05.fcs",24918.75,26387.299242949,5.5984937195647,27753.125,49001.0566640848,9.89196620323242,29971.875,113920.286220963,21.257448335278,31043.75,319092.948545924,53.1074229908281,31271.875,639576.749517574,97.1457900098267,0.32,"NESLTER_EN668_July2021_preserved_phyto_CHL_SSC_C025N05.fcs",2337666.667,46.7533333333333,0.06,"NESLTER_EN668_July2021_preserved_hbac_SYBR_SSC_C025N05.fcs"
"EN668_25","EN668_25_14","Endeavor","EN668",41.3177,-70.579,4.1,2021-07-21 11:06:22,2021-08-05,118584.375,37752.6016474436,8.65610283923173,0.32,"NESLTER_EN668_July2021_preserved(2)_phyto_CHL_SSC_C025N14.fcs",30253.125,30687.928184406,6.52488262743703,33315.625,55462.6677894795,11.2254576412758,35956.25,134992.692231695,25.1220937394083,37075,347819.667262187,58.204451235667,37346.875,740483.109502428,112.129155112015,0.32,"NESLTER_EN668_July2021_preserved(2)_phyto_CHL_SSC_C025N14.fcs",2657650,53.153,0.06,"NESLTER_EN668_July2021_preserved(2)_hbac_SYBR_SSC_C025N14.fcs"
"MVCO_443","MVCO_443_01","Tioga","ti1187",41.325,-70.5657,13,2021-07-29 17:45:00,2024-07-19,60218.75,17749.7541123895,4.0975369779345,0.32,"MVCO_2021_phyto_CHL_SSC_MV443N01.fcs",29790.625,37616.685012257,7.92791624986934,32134.375,55631.5698807066,11.3564554250634,33506.25,96021.1785130779,18.4256965255835,34225,245341.627080971,41.5835873225115,34459.375,540908.909584462,82.3781618647031,0.32,"MVCO_2021_phyto_CHL_SSC_MV443N01.fcs",1969937.5,39.39875,0.08,"MVCO_2021_hbac_SYBR_SSC_MV443N01.fcs"
"MVCO_443","MVCO_443_02","Tioga","ti1187",41.325,-70.5657,10,2021-07-29 17:45:00,2024-06-26,62156.25,23088.256880265,5.24949939342689,0.32,"MVCO_2021_phyto_CHL_SSC_MV443N02.fcs",29609.375,42858.14248479,8.96030658307663,32500,64346.7553596339,13.0568119473688,34284.375,116458.529544101,22.1803510715765,35034.375,253766.192125414,43.5713340377115,35221.875,488597.87309559,76.068907760571,0.32,"MVCO_2021_phyto_CHL_SSC_MV443N02.fcs",1974937.5,39.49875,0.08,"MVCO_2021_hbac_SYBR_SSC_MV443N02.fcs"
"MVCO_443","MVCO_443_03","Tioga","ti1187",41.325,-70.5657,6,2021-07-29 17:45:00,2024-06-17,56803.125,20233.3549141557,4.61939400157977,0.32,"MVCO_2021_phyto_PE_SSC_MV443N03.fcs",24837.5,33406.1179864345,7.01104685620198,27165.625,50550.7501127878,10.281194790175,28543.75,91446.3539607178,17.4329692935552,29259.375,231244.213807586,39.1188633972743,29409.375,423251.010082332,65.7222721547791,0.32,"MVCO_2021_phyto_CHL_SSC_MV443N03.fcs",1681362.5,33.62725,0.08,"MVCO_2021_hbac_SYBR_SSC_MV443N03.fcs"
"MVCO_443","MVCO_443_04","Tioga","ti1187",41.325,-70.5657,2,2021-07-29 17:45:00,2024-06-26,62265.625,21424.5465489784,4.89935719562165,0.32,"MVCO_2021_phyto_PE_SSC_MV443N04.fcs",22937.5,27511.9591035435,5.80796761592172,24918.75,42505.8009371217,8.66335159057514,26234.375,80339.8950740982,15.2937552912504,26818.75,174703.123165456,30.1035037709492,26937.5,328038.795363474,51.3254712135343,0.32,"MVCO_2021_phyto_CHL_SSC_MV443N04.fcs",1422650,28.453,0.08,"MVCO_2021_hbac_SYBR_SSC_MV443N04.fcs"
"MVCO_444","MVCO_444_00","Tioga","ti1194",41.325,-70.5657,0,2021-08-13 17:30:00,2024-06-26,66612.5,22500.6641215879,5.1528366453404,0.32,"MVCO_2021_phyto_PE_SSC_MV444N00.fcs",24865.625,32247.3588712162,6.78101743421158,26637.5,45013.2535530897,9.218992570795,27884.375,82081.9108292304,15.7031328275386,28331.25,161446.33871942,28.0797336281628,28446.875,304286.43450871,47.8762568850198,0.32,"MVCO_2021_phyto_CHL_SSC_MV444N00dup.fcs",1948500,38.97,0.08,"MVCO_2021_hbac_SYBR_SSC_MV444N00.fcs"
"MVCO_445","MVCO_445_00","Tioga","ti1195",41.325,-70.5657,0,2021-08-16 20:45:00,2024-07-11,77593.75,20664.2503371992,4.80289957639314,0.32,"MVCO_2021_phyto_PE_SSC_MV445N00a.fcs",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"NaN",2009725,40.1945,0.08,"MVCO_2021_hbac_SYBR_SSC_MV445N00a.fcs"
"MVCO_446","MVCO_446_00","Tioga","ti1199",41.325,-70.5657,0,2021-08-31 14:45:00,2024-07-11,54075,15937.8835430286,3.66825126608142,0.32,"MVCO_2021_phyto_PE_SSC_MV446N00b.fcs",18900,22052.1903694786,4.66766218075059,20606.25,36106.3704978004,7.33043577848674,21971.875,74729.4752984497,14.112546091364,22246.875,126663.891674833,22.1733590296778,22309.375,200894.814867521,32.4541401640366,0.32,"MVCO_2021_phyto_CHL_SSC_MV446N00a.fcs",1549037.5,30.98075,0.08,"MVCO_2021_hbac_SYBR_SSC_MV446N00a.fcs"
"MVCO_447","MVCO_447_00","Tioga","ti1202",41.325,-70.5657,0,2021-09-14 17:30:00,2024-06-26,16803.125,6308.92474199674,1.43933212051166,0.32,"MVCO_2021_phyto_CHL_SSC_MV447N00.fcs",2703.125,5924.36293779933,1.21288061681662,4065.625,15548.2104797301,3.05391538468662,5053.125,43275.8217210518,7.92181849794631,5262.5,86921.2250971768,14.667521586466,5318.75,171015.774956769,26.1659210302938,0.32,"MVCO_2021_phyto_CHL_SSC_MV447N00.fcs",1146937.5,22.93875,0.08,"MVCO_2021_hbac_SYBR_SSC_MV447N00.fcs"
"MVCO_448","MVCO_448_01","Tioga","ti1206",41.325,-70.5657,13,2021-09-29 19:00:00,2024-06-26,9159.375,3763.75863837118,0.854027126241035,0.32,"MVCO_2021_phyto_CHL_SSC_MV448N01.fcs",859.375,1491.9434865798,0.309047225847382,1228.125,4303.41952698344,0.844460602684833,1462.5,10988.7663431017,2.01558137020747,1587.5,37155.9121240315,6.05586070201486,1618.75,68552.9871516146,10.4958190673342,0.32,"MVCO_2021_phyto_CHL_SSC_MV448N01.fcs",1847000,36.94,0.08,"MVCO_2021_hbac_SYBR_SSC_MV448N01.fcs"
"MVCO_448","MVCO_448_02","Tioga","ti1206",41.325,-70.5657,10,2021-09-29 19:00:00,2024-06-26,18668.75,6879.76492887575,1.57092754848863,0.32,"MVCO_2021_phyto_CHL_SSC_MV448N02.fcs",1690.625,3359.72094192757,0.691088263414572,2496.875,8962.03473039612,1.76383095631684,2831.25,18464.0199387831,3.42814335239079,2968.75,45639.1585379162,7.63981371013378,3043.75,137284.995535626,20.3728053907956,0.32,"MVCO_2021_phyto_CHL_SSC_MV448N02.fcs",1717400,34.348,0.08,"MVCO_2021_hbac_SYBR_SSC_MV448N02.fcs"
"MVCO_448","MVCO_448_03","Tioga","ti1206",41.325,-70.5657,6,2021-09-29 19:00:00,2024-06-26,30368.75,10881.9040529473,2.48888405304627,0.32,"MVCO_2021_phyto_CHL_SSC_MV448N03.fcs",3628.125,7253.34003459672,1.49058290952183,5103.125,17462.3256640314,3.44620269131304,5562.5,30266.9078845473,5.69548495298416,5787.5,73573.0067933576,12.4213554523018,5850,142656.043990322,22.0778958884288,0.32,"MVCO_2021_phyto_CHL_SSC_MV448N03.fcs",2353425,47.0685,0.08,"MVCO_2021_hbac_SYBR_SSC_MV448N03.fcs"
"MVCO_448","MVCO_448_04","Tioga","ti1206",41.325,-70.5657,2,2021-09-29 19:00:00,2024-07-11,30193.75,9187.4313007363,2.11924232640749,0.32,"MVCO_2021_phyto_CHL_SSC_MV448N04.fcs",4600,8615.5508752092,1.77662473287919,6006.25,18621.3264395322,3.68988646082046,6709.375,39001.6964628,7.25963764892793,7046.875,105237.916601447,17.5303462056169,7253.125,440996.827313556,63.2959468388612,0.32,"MVCO_2021_phyto_CHL_SSC_MV448N04.fcs",2329000,46.58,0.08,"MVCO_2021_hbac_SYBR_SSC_MV448N04.fcs"
"MVCO_449","MVCO_449_00","Tioga","ti1213",41.325,-70.5657,0,2021-11-04 18:00:00,2024-06-17,28371.875,10953.3368257906,2.48918231664646,0.32,"MVCO_2021_phyto_CHL_SSC_MV449N00.fcs",17243.75,28630.3576513448,5.9475666652767,19840.625,46211.0334039804,9.31928621674325,21284.375,92555.851048322,17.3849743292428,22671.875,423775.139826155,68.2505663846006,23346.875,1263484.41572373,184.704397050725,0.32,"MVCO_2021_phyto_CHL_SSC_MV449N00.fcs",2373250,47.465,0.08,"MVCO_2021_hbac_SYBR_SSC_MV449N00.fcs"
"MVCO_450","MVCO_450_00","Tioga","ti1217",41.325,-70.5657,0,2021-11-08 17:00:00,2024-06-26,27562.5,11564.9465527875,2.60813084690909,0.32,"MVCO_2021_phyto_CHL_SSC_MV450N00.fcs",27293.75,42525.8317584267,8.85418700152515,30053.125,60280.459826338,12.2702855084491,30931.25,87786.0715356546,17.0642007438846,31578.125,219689.297880058,37.4761961607731,31850,498319.057701067,76.67287934718,0.32,"MVCO_2021_phyto_CHL_SSC_MV450N00.fcs",3266025,65.3205,0.08,"MVCO_2021_hbac_SYBR_SSC_MV450N00.fcs"
"MVCO_451","MVCO_451_00","Tioga","ti1223",41.325,-70.5657,0,2021-12-08 16:15:00,2024-06-17,31353.125,11634.5101213267,2.65126537202395,0.32,"MVCO_2021_phyto_CHL_SSC_MV451N00.fcs",18390.625,27102.1718587745,5.67432790107216,19440.625,35124.0577367103,7.20035679896602,19962.5,50371.5516010986,9.86946645707561,20393.75,133234.414380418,22.7538906540562,20596.875,479936.774230615,69.9696923623599,0.32,"MVCO_2021_phyto_CHL_SSC_MV451N00.fcs",2458100,49.162,0.08,"MVCO_2021_hbac_SYBR_SSC_MV451N00.fcs"
"MVCO_452","MVCO_452_01","Tioga","ti1229",41.325,-70.5657,13.5,2021-12-20 19:00:00,2024-06-26,9556.25,3883.60193037025,0.879966929281045,0.32,"MVCO_2021_phyto_CHL_SSC_MV452N01.fcs",4568.75,8295.34191848627,1.71672532626239,5334.375,14007.8533703872,2.80553758301072,5706.25,24255.2186735977,4.60466841871614,5868.75,53268.0763672204,9.12751145661702,5896.875,100199.202662513,15.5022614045572,0.32,"MVCO_2021_phyto_CHL_SSC_MV452N01.fcs",1578175,31.5635,0.08,"MVCO_2021_hbac_SYBR_SSC_MV452N01.fcs"
"MVCO_452","MVCO_452_02","Tioga","ti1229",41.325,-70.5657,10,2021-12-20 19:00:00,2024-06-26,9278.125,3720.01548481753,0.843855639705499,0.32,"MVCO_2021_phyto_CHL_SSC_MV452N02.fcs",4431.25,8000.82179087503,1.65541691819175,5043.75,12259.4531535226,2.47092155911517,5362.5,21694.9055274256,4.12126835724392,5556.25,54707.791762736,9.29643910640943,5621.875,153103.75120558,22.8005192719823,0.32,"MVCO_2021_phyto_CHL_SSC_MV452N02.fcs",1515662.5,30.31325,0.08,"MVCO_2021_hbac_SYBR_SSC_MV452N02.fcs"
"MVCO_452","MVCO_452_03","Tioga","ti1229",41.325,-70.5657,6,2021-12-20 19:00:00,2024-06-26,9106.25,3560.4057747198,0.808458829111482,0.32,"MVCO_2021_phyto_CHL_SSC_MV452N03.fcs",4284.375,7849.52544623091,1.62397186748805,4909.375,12171.2380310437,2.45137146733654,5256.25,22113.0571514424,4.19419270362408,5437.5,62135.2039958933,10.3660822871874,5465.625,99134.6860698884,15.4545925980297,0.32,"MVCO_2021_phyto_CHL_SSC_MV452N03.fcs",1532700,30.654,0.08,"MVCO_2021_hbac_SYBR_SSC_MV452N03.fcs"
"MVCO_452","MVCO_452_04","Tioga","ti1229",41.325,-70.5657,2.5,2021-12-20 19:00:00,2024-07-17,8756.25,2975.75924300919,0.681435812656718,0.32,"MVCO_2021_phyto_CHL_SSC_MV452N04.fcs",4159.375,7034.37568498107,1.46080795326945,4734.375,11527.6662699962,2.31468285013304,5053.125,20525.7366172636,3.89389093219327,5215.625,54029.5529345569,9.08478014491572,5256.25,134352.573569573,19.9182714012496,0.32,"MVCO_2021_phyto_CHL_SSC_MV452N04.fcs",1511562.5,30.23125,0.08,"MVCO_2021_hbac_SYBR_SSC_MV452N04.fcs"
"MVCO_453","MVCO_453_01","Tioga","ti1230",41.325,-70.5657,13.5,2022-01-24 19:30:00,2024-07-11,1581.25,543.633505423241,0.123541081580139,0.32,"MVCO_2022_phyto_CHL_SSC_MV453N01.fcs",2428.125,3603.38059274725,0.752523978733898,2850,7004.29649961292,1.39780696602727,3218.75,17406.2865329995,3.22292660273303,3578.125,91280.4478930775,14.661072612872,3768.75,353654.323967164,50.8364682551441,0.32,"MVCO_2022_phyto_CHL_SSC_MV453N01.fcs",859175,17.1835,0.08,"MVCO_2022_hbac_SYBR_SSC_MV453N01.fcs"
"MVCO_453","MVCO_453_02","Tioga","ti1230",41.325,-70.5657,10,2022-01-24 19:30:00,2024-06-26,1981.25,774.502073604866,0.1747358095217,0.32,"MVCO_2022_phyto_CHL_SSC_MV453N02.fcs",2500,4299.24538782977,0.891309002249069,2928.125,7464.38071373855,1.49457663683498,3231.25,16472.7293987804,3.06958864547677,3487.5,69785.6778315993,11.324508464965,3575,217392.529560225,31.4309577921305,0.32,"MVCO_2022_phyto_CHL_SSC_MV453N02.fcs",841137.5,16.82275,0.08,"MVCO_2022_hbac_SYBR_SSC_MV453N02.fcs"
"MVCO_453","MVCO_453_03","Tioga","ti1230",41.325,-70.5657,6,2022-01-24 19:30:00,2024-06-26,1712.5,620.940945580055,0.140958025782511,0.32,"MVCO_2022_phyto_CHL_SSC_MV453N03.fcs",2465.625,4517.8076245056,0.933701897513604,2918.75,7621.78623249543,1.52835102448505,3215.625,16512.3309540715,3.08304575351915,3453.125,63632.5901571544,10.4134094616441,3528.125,175670.598964613,25.7803773796695,0.32,"MVCO_2022_phyto_CHL_SSC_MV453N03.fcs",835887.5,16.71775,0.08,"MVCO_2022_hbac_SYBR_SSC_MV453N03.fcs"
"MVCO_453","MVCO_453_04","Tioga","ti1230",41.325,-70.5657,2.5,2022-01-24 19:30:00,2024-07-19,1484.375,533.760865326368,0.120983181803235,0.32,"MVCO_2022_phyto_CHL_SSC_MV453N04.fcs",2600,4361.59360717636,0.905611460770858,2975,7198.81164603241,1.44585930270343,3418.75,19997.2103326077,3.68968694211156,3762.5,93907.6103676325,15.121633878892,3846.875,204070.221004622,30.3531379401371,0.32,"MVCO_2022_phyto_CHL_SSC_MV453N04.fcs",846237.5,16.92475,0.08,"MVCO_2022_hbac_SYBR_SSC_MV453N04.fcs"
"MVCO_454","MVCO_454_00","Tioga","ti1232",41.325,-70.5657,0,2022-01-27 16:30:00,2024-06-26,912.5,415.19986455543,0.0933201698380365,0.32,"MVCO_2022_phyto_CHL_SSC_MV454N00.fcs",4759.375,7526.28664616645,1.56869272059638,5165.625,10505.466159731,2.13666515972551,5631.25,25501.7613756759,4.74565353379656,5868.75,79518.7751790624,13.0558304624805,6003.125,263450.442307255,38.4041076363521,0.32,"MVCO_2022_phyto_CHL_SSC_MV454N00.fcs",666500,13.33,0.08,"MVCO_2022_hbac_SYBR_SSC_MV454N00.fcs"
"AT46_23","AT46_23_03","Atlantis","AT46",41.3237,-70.5632,5.9,2022-02-21 11:38:33,2022-03-22,1640.625,462.366475919859,0.105674588834241,0.32,"NESLTER_AT46_Feb2022_preserved_phyto_CHL_SSC_C23N03.fcs",7521.875,8079.97383077354,1.713216468242,7981.25,11553.8796645573,2.37461812256443,8375,23990.2894035023,4.53987780902023,8762.5,109954.966260884,17.7946210608176,9231.25,854532.455977269,119.494410175629,0.32,"NESLTER_AT46_Feb2022_preserved_phyto_CHL_SSC_C23N03.fcs",1348350,26.967,0.08,"NESLTER_AT46_Feb2022_preserved_hbac_SYBR_SSC_C23N03.fcs"
"AT46_23","AT46_23_02","Atlantis","AT46",41.3237,-70.5632,12.2,2022-02-21 11:38:33,2022-03-22,1631.25,461.554122038857,0.104265247192793,0.32,"NESLTER_AT46_Feb2022_preserved_phyto_CHL_SSC_C23N02.fcs",7553.125,7412.79020449136,1.57328946866789,8118.75,11857.0214315239,2.41772751650002,8525,25600.2432832258,4.80319464931651,9353.125,211413.516304539,33.4342096964294,10112.5,1396691.4765776,195.522547057078,0.32,"NESLTER_AT46_Feb2022_preserved_phyto_CHL_SSC_C23N02.fcs",1269950,25.399,0.08,"NESLTER_AT46_Feb2022_preserved_hbac_SYBR_SSC_C23N02.fcs"
"AT46_23","AT46_23_07","Atlantis","AT46",41.3237,-70.5632,2,2022-02-21 11:38:33,2022-03-22,1628.125,494.182567290873,0.112171413094998,0.32,"NESLTER_AT46_Feb2022_preserved_phyto_CHL_SSC_C23N07.fcs",7468.75,7776.15213737689,1.64865114838939,7906.25,11267.3950699665,2.31116750225567,8271.875,22889.551628835,4.33580828450186,8584.375,97624.9230179089,15.8039331725122,8953.125,752838.258322027,104.775102438117,0.32,"NESLTER_AT46_Feb2022_preserved_phyto_CHL_SSC_C23N07.fcs",1335350,26.707,0.08,"NESLTER_AT46_Feb2022_preserved_hbac_SYBR_SSC_C23N07.fcs"
