cruise,cast,niskin,latitude,longitude,depth_m,salinity,potential_temperature_c,date_sampled,date_processed,syn_cells_per_ml,syn_biovolume_concentration,syn_carbon_concentration,syn_volume_analyzed_ml,syn_filename,redeuk_leq_2um_cells_per_ml,redeuk_leq_2um_biovolume_concentration,redeuk_leq_2um_carbon_concentration,redeuk_leq_3um_cells_per_ml,redeuk_leq_3um_biovolume_concentration,redeuk_leq_3um_carbon_concentration,redeuk_leq_5um_cells_per_ml,redeuk_leq_5um_biovolume_concentration,redeuk_leq_5um_carbon_concentration,redeuk_leq_10um_cells_per_ml,redeuk_leq_10um_biovolume_concentration,redeuk_leq_10um_carbon_concentration,redeuk_leq_20um_cells_per_ml,redeuk_leq_20um_biovolume_concentration,redeuk_leq_20um_carbon_concentration,redeuk_volume_analyzed_ml,redeuk_filename,hetprok_cells_per_ml,hetprok_carbon_concentration,hetprok_volume_analyzed_ml,hetprok_filename,samplelog_QC,nearest_station,station_distance
EN608,1,2,41.1965,-70.8793,17.48,32.394,2.377,2018-01-31 19:23:16,2021-06-22,675.0,315.483248333758,0.0710835258493431,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C001N02.fcs,2218.75,3643.81678317477,0.758057728776556,2396.875,4811.61845261092,0.982252527639098,2465.625,7113.38470826379,1.38242661454843,2596.875,35579.5605185852,5.78451831779082,2628.125,95557.3027241412,13.8566173993705,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C001N02.fcs,1076275.0,21.5255,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C001N02.fcs,1,L1,0.333
EN608,1,5,41.1965,-70.8793,11.591,32.3843,2.3323,2018-01-31 19:23:16,2021-06-22,621.875,310.140005701669,0.0691668967460538,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C001N05.fcs,2303.125,3543.01012223143,0.74039747710425,2415.625,4281.29362747526,0.882096189296643,2534.375,7696.34896386543,1.4814212867958,2587.5,18014.6262168195,3.08328046491757,2621.875,87640.814027901,12.4740358213212,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C001N05.fcs,1083650.0,21.673,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C001N05.fcs,1,L1,0.333
EN608,1,9,41.1965,-70.8793,7.022,32.3798,2.3118,2018-01-31 19:23:16,2021-06-22,637.5,304.323859377789,0.0683527296903937,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C001N09.fcs,2434.375,3846.4528960738,0.802447191269463,2587.5,4893.52168985004,1.00302584845468,2690.625,8427.68260689885,1.61567156514563,2784.375,26867.0333426566,4.48175353503044,2809.375,65837.3120750776,9.83349676453701,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C001N09.fcs,1112100.0,22.242,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C001N09.fcs,1,L1,0.333
EN608,1,19,41.1965,-70.8793,2.726,32.3791,2.3089,2018-01-31 19:23:16,2021-06-22,618.75,289.691746471606,0.0652048266554154,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C001N19.fcs,2175.0,3349.94692817337,0.700248419525781,2368.75,4610.28960210561,0.942359504739579,2462.5,7372.79619294772,1.42560635360352,2559.375,23949.2104330218,4.03208992911323,2587.5,82053.1250472571,11.8765757578322,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C001N19.fcs,1105800.0,22.116,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C001N19.fcs,1,L1,0.333
EN608,4,1,41.0218,-70.8725,43.662,32.7592,4.2685,2018-02-01 05:39:58,2021-06-22,971.875,421.652862963809,0.0953324656870018,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C004N01.fcs,1287.5,2339.93366375105,0.484181005265719,1481.25,3650.33239249085,0.735428187684019,1615.625,7920.99486946927,1.48087495538417,1825.0,44965.1093889226,7.28974168922162,1887.5,145206.068202766,21.0013817909886,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C004N01.fcs,1002950.0,20.059,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C004N01.fcs,1,L2,1.283
EN608,4,4,41.0218,-70.8725,29.595,32.7599,4.2724,2018-02-01 05:39:58,2021-06-22,1046.875,480.838530215144,0.108083268405862,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C004N04.fcs,1209.375,2196.34331450483,0.454355378238845,1371.875,3227.72634424197,0.652804581024285,1462.5,6038.73237850147,1.14272341326471,1700.0,58123.3298485722,9.19431712550083,1731.25,110420.360407998,16.3004801034351,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C004N04.fcs,969400.0,19.388,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C004N04.fcs,1,L2,1.283
EN608,4,6,41.0218,-70.8725,29.461,32.7596,4.2727,2018-02-01 05:39:58,2021-06-22,1062.5,484.481403878087,0.109170646232293,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C004N06.fcs,1265.625,2145.58593510144,0.445425809698534,1418.75,3161.36984511717,0.640509655398337,1543.75,6658.58078194112,1.25372039524235,1721.875,34583.6106390396,5.64765085877622,1743.75,58492.2022721676,8.99470863353844,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C004N06.fcs,969650.0,19.393,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C004N06.fcs,1,L2,1.283
EN608,4,12,41.0218,-70.8725,3.546,32.7632,4.2856,2018-02-01 05:39:58,2021-06-22,1015.625,480.094781248205,0.10810599871662,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C004N12.fcs,1290.625,2296.17606206148,0.475876449659281,1453.125,3330.12728022372,0.674834537730183,1534.375,5759.91353812497,1.10017018312719,1568.75,12457.4921970214,2.14180477311318,1587.5,47848.9982101792,6.92558323674228,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C004N12.fcs,1011275.0,20.2255,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C004N12.fcs,1,L2,1.283
EN608,5,1,40.8593,-70.8838,44.244,32.7474,4.8039,2018-02-01 09:17:29,2021-06-22,1193.75,562.950912742612,0.12654989125098,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C005N01.fcs,1768.75,2967.60999492585,0.61666266242996,1981.25,4431.57109876534,0.896770461729542,2156.25,9654.51252956285,1.81011261101907,2196.875,17611.4428139116,3.04516420916984,2218.75,54731.5437150461,8.08855995069468,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C005N01.fcs,847325.0,16.9465,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C005N01.fcs,1,L3,0.443
EN608,5,5,40.8593,-70.8838,30.037,32.7455,4.8166,2018-02-01 09:17:29,2021-06-22,1087.5,458.399152544251,0.103928822790655,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C005N05.fcs,1943.75,3249.57299997217,0.675300048670622,2118.75,4328.20743619912,0.883412246703046,2306.25,9842.35716159262,1.84890561179821,2350.0,19879.5211237892,3.38823169941098,2365.625,43049.3645022536,6.56954950545476,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C005N05.fcs,845850.0,16.917,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C005N05.fcs,1,L3,0.443
EN608,5,9,40.8593,-70.8838,15.079,32.7391,4.8798,2018-02-01 09:17:29,2021-06-22,1221.875,553.899423018011,0.124872373994664,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C005N09.fcs,1940.625,3216.67886100535,0.668645491194467,2181.25,4885.71646408805,0.987841889501342,2337.5,9832.09357535486,1.85108252619073,2421.875,30029.9604815426,4.95374940563021,2453.125,74247.3689242587,11.0746858283837,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C005N09.fcs,841175.0,16.8235,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C005N09.fcs,1,L3,0.443
EN608,5,13,40.8593,-70.8838,3.237,32.7401,4.8719,2018-02-01 09:17:29,2021-06-22,1275.0,531.734901010218,0.120471603380512,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C005N13.fcs,1962.5,3243.06255940605,0.674315952720118,2240.625,5193.14964586622,1.04689774228759,2409.375,10053.2677564961,1.89870515926383,2456.25,18912.0397612882,3.28010719173179,2487.5,79594.8269050928,11.492055506102,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C005N13.fcs,815475.0,16.3095,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C005N13.fcs,1,L3,0.443
EN608,8,16,40.6972,-70.8855,5.443,32.6195,4.494,2018-02-01 19:15:43,2021-06-22,912.5,430.807082507524,0.096944148563812,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C008N16.fcs,1225.0,2298.19416397272,0.474571104124527,1465.625,3948.14394699208,0.790560409306991,1628.125,8334.07477298575,1.56373589227455,1656.25,12974.7986600614,2.29546080386604,1671.875,38914.2088840396,5.85548680663882,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C008N16.fcs,623025.0,12.4605,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C008N16.fcs,1,L4,0.193
EN608,8,9,40.6972,-70.8855,29.65,32.6125,4.4195,2018-02-01 19:15:43,2021-06-22,834.375,377.278234683559,0.0851579378823461,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C008N09.fcs,1253.125,2080.3739522447,0.431956509499953,1406.25,3058.15934190767,0.620164167032571,1559.375,6651.6490631239,1.25903939901755,1578.125,11186.0702460375,1.95495017683297,1590.625,40334.4419033576,5.85354143133844,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C008N09.fcs,627000.0,12.54,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C008N09.fcs,1,L4,0.193
EN608,8,12,40.6972,-70.8855,14.602,32.6154,4.4408,2018-02-01 19:15:43,2021-06-22,859.375,407.919179632823,0.0918044900032844,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C008N12.fcs,1234.375,2090.02534471679,0.433868220755841,1415.625,3336.46146413866,0.672439046106873,1537.5,6393.02738134572,1.21336274366945,1546.875,8434.10222989972,1.52736190450376,1559.375,44405.5093354501,6.29898682585586,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C008N12.fcs,635475.0,12.7095,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C008N12.fcs,1,L4,0.193
EN608,8,2,40.6972,-70.8855,61.731,32.6113,4.4113,2018-02-01 19:15:43,2021-06-22,921.875,411.979116974379,0.0930577907874484,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C008N02.fcs,1262.5,2110.7602017326,0.438498545573696,1390.625,2981.30627752452,0.605165192046654,1537.5,6866.36794196163,1.28982608703782,1556.25,10751.7145976978,1.89463413216807,1562.5,27900.3622042603,4.18187864285989,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C008N02.fcs,618275.0,12.3655,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C008N02.fcs,1,L4,0.193
EN608,8,4,40.6972,-70.8855,44.417,32.6123,4.4156,2018-02-01 19:15:43,2021-06-22,790.625,356.000273078073,0.0802551512650519,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C008N04.fcs,1306.25,2182.50429983085,0.45337685444608,1453.125,3216.808593375,0.651102157870195,1584.375,6598.90293913468,1.24913494593807,1618.75,13096.0888641966,2.26107899484299,1640.625,38572.0560128831,5.82290491473686,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C008N04.fcs,599550.0,11.991,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C008N04.fcs,1,L4,0.193
EN608,9,2,40.5243,-70.8933,71.3382330795057,33.2065,7.4523,2018-02-01 23:33:02,2021-06-22,2790.625,1124.01875227228,0.255508259228503,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C009N02.fcs,3612.5,5715.56074217702,1.19158175380835,4006.25,8504.08136164089,1.72467677484404,4321.875,18045.8569603002,3.39311122404619,4443.75,40503.3028626482,6.89442062475128,4478.125,75730.4597212288,11.8410753017344,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C009N02.fcs,980316.666666667,19.6063333333333,0.06,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C009N02.fcs,1,L5,1.056
EN608,9,4,40.5243,-70.8933,45.5420707742384,33.1963,7.4358,2018-02-01 23:33:02,2021-06-22,3068.75,1258.33891411621,0.28588895173238,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C009N04.fcs,3331.25,5642.00271733395,1.17213385139804,3759.375,8592.35727276154,1.73694415709152,4084.375,17543.0181778251,3.31054752670693,4156.25,28165.5460205489,4.99123124258743,4171.875,47350.8890438476,7.66410812970442,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C009N04.fcs,967166.666666667,19.3433333333333,0.06,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C009N04.fcs,1,L5,1.056
EN608,9,9,40.5243,-70.8933,29.4302203744754,33.1842,7.4167,2018-02-01 23:33:02,2021-06-22,2740.625,1114.2466625867,0.25333867882613,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C009N09.fcs,3543.75,5784.16371768268,1.2045831515187,3912.5,8325.03967462883,1.6912225141777,4231.25,17012.5324528442,3.21970087248873,4287.5,28716.1986634534,5.02745194365647,4318.75,72323.0707579368,11.0489651479198,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C009N09.fcs,971450.0,19.429,0.06,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C009N09.fcs,1,L5,1.056
EN608,9,12,40.5243,-70.8933,14.8223029617513,33.1661,7.373,2018-02-01 23:33:02,2021-06-22,2531.25,1048.06400463926,0.23810228484499,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C009N12.fcs,3606.25,5667.64756464956,1.18188878370844,3996.875,8473.6282000881,1.71764345846724,4265.625,15916.4122483943,3.02501768425396,4356.25,34528.3248890365,5.91531072217545,4381.25,67494.7949444457,10.4936255618776,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C009N12.fcs,893625.0,17.8725,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C009N12.fcs,1,L5,1.056
EN608,9,16,40.5243,-70.8933,4.99810770963991,33.1678,7.381,2018-02-01 23:33:02,2021-06-22,2653.125,1089.00435373557,0.247326273394541,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C009N16.fcs,3521.875,5576.9276016331,1.16334053326947,3821.875,7650.5518667362,1.56033433355259,4093.75,15071.8498685585,2.86581730785624,4165.625,28509.900751034,4.95370293943708,4193.75,60091.7859332232,9.37549650058362,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C009N16.fcs,950833.333333333,19.0166666666667,0.06,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C009N16.fcs,1,L5,1.056
EN608,12,1,40.359,-70.8793,88.077,33.3792,8.2234,2018-02-02 09:13:36,2021-06-22,2028.125,786.457040688034,0.17914943797048,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C012N01.fcs,2215.625,3184.07031642812,0.668512734191569,2365.625,4315.55605911252,0.884065440986731,2478.125,7209.07004568092,1.39420025824769,2515.625,15677.9844003227,2.70005779314482,2534.375,37426.3608895893,5.71625985334745,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C012N01.fcs,868800.0,17.376,0.06,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C012N01.fcs,1,L6,0.584
EN608,12,4,40.359,-70.8793,75.04,33.1735,7.5389,2018-02-02 09:13:36,2021-06-22,2353.125,914.974378246094,0.208503459342929,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C012N04.fcs,2509.375,3839.29782646798,0.80248960487427,2712.5,5252.39218818997,1.07285806076176,2865.625,9242.3577885429,1.77666206527311,2903.125,16854.1474641535,2.95437993135088,2906.25,23954.1738800648,3.91271848056701,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C012N04.fcs,895516.666666667,17.9103333333333,0.06,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C012N04.fcs,1,L6,0.584
EN608,12,8,40.359,-70.8793,54.591,33.0007,6.8965,2018-02-02 09:13:36,2021-06-22,2828.125,1097.26639404312,0.249436661403746,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C012N08.fcs,2856.25,4234.90743273595,0.885659634624527,3096.875,6064.23567291075,1.23381234078546,3287.5,11249.9900595084,2.14596716936104,3337.5,19190.0351174927,3.39633638593365,3343.75,25219.4285139743,4.25334038350709,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C012N08.fcs,876083.333333333,17.5216666666667,0.06,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C012N08.fcs,1,L6,0.584
EN608,12,11,40.359,-70.8793,35.583,32.9133,6.5893,2018-02-02 09:13:36,2021-06-24,2612.5,1016.22313083042,0.231548752656653,0.32,NESLTER_EN608_01Feb2018(2)_phyto_PE_SSC_C012N11.fcs,3246.875,4641.85767843834,0.973932536422191,3512.5,6501.40455909153,1.32965574428548,3678.125,11171.2552972469,2.14928816259946,3725.0,21554.8585980522,3.74851065006551,3740.625,36135.5476521232,5.81808254524433,0.32,NESLTER_EN608_01Feb2018(2)_phyto_CHL_SSC_C012N11.fcs,908183.333333333,18.1636666666667,0.06,NESLTER_EN608_01Feb2018(2)_hbac_SYBR_SSC_C012N11.fcs,1,L6,0.584
EN608,12,14,40.359,-70.8793,14.597,32.9119,6.5891,2018-02-02 09:13:36,2021-06-24,2471.875,970.969767806488,0.221191502677691,0.32,NESLTER_EN608_01Feb2018(2)_phyto_PE_SSC_C012N14.fcs,3212.5,4715.3143817174,0.987906052401274,3465.625,6626.86057573476,1.3516094868724,3675.0,11992.2767770904,2.29957531842366,3753.125,27741.4453861648,4.74012517235638,3762.5,38602.3806629745,6.26180522644381,0.32,NESLTER_EN608_01Feb2018(2)_phyto_CHL_SSC_C012N14.fcs,910950.0,18.219,0.06,NESLTER_EN608_01Feb2018(2)_hbac_SYBR_SSC_C012N14.fcs,1,L6,0.584
EN608,12,18,40.359,-70.8793,4.76,32.9118,6.5905,2018-02-02 09:13:36,2021-06-24,2484.375,969.680863942661,0.220649764950518,0.32,NESLTER_EN608_01Feb2018(2)_phyto_PE_SSC_C012N18.fcs,3200.0,4690.00996948741,0.982231310990882,3415.625,6291.34419609989,1.28729108278495,3603.125,11776.2487167006,2.24779823467683,3653.125,22303.4391905977,3.87463081853906,3665.625,34702.1942252743,5.6181798117924,0.32,NESLTER_EN608_01Feb2018(2)_phyto_CHL_SSC_C012N18.fcs,906383.333333333,18.1276666666667,0.06,NESLTER_EN608_01Feb2018(2)_hbac_SYBR_SSC_C012N18.fcs,1,L6,0.584
EN608,14,17,40.2147,-70.894,39.928,33.4151,8.2793,2018-02-02 15:14:57,2021-06-23,3093.75,1121.21385931867,0.256528886392968,0.32,NESLTER_EN608_01Feb2018(1)_phyto_PE_SSC_C014N17.fcs,6365.625,6216.28724790231,1.32944863093604,6981.25,11058.7887607893,2.24952779186754,7306.25,20252.5081150465,3.86294960464498,7390.625,32975.9459281462,5.86919072424638,7406.25,57155.4282641294,9.18847526198988,0.32,NESLTER_EN608_01Feb2018(1)_phyto_CHL_SSC_C014N17.fcs,346700.0,6.934,0.06,NESLTER_EN608_01Feb2018(1)_hbac_SYBR_SSC_C014N17.fcs,1,L7,1.617
EN608,14,22,40.2147,-70.894,6.882,33.4099,8.2669,2018-02-02 15:14:57,2021-06-23,3012.5,1091.50336863121,0.249669745491777,0.32,NESLTER_EN608_01Feb2018(1)_phyto_PE_SSC_C014N22.fcs,6984.375,7094.75252227833,1.50981598363333,7678.125,12466.459375394,2.53205958072452,8006.25,21430.7382908366,4.10659601952075,8065.625,31537.202581682,5.68773470800621,8081.25,45266.5017332259,7.64408779266224,0.32,NESLTER_EN608_01Feb2018(1)_phyto_CHL_SSC_C014N22.fcs,332000.0,6.64,0.06,NESLTER_EN608_01Feb2018(1)_hbac_SYBR_SSC_C014N22.fcs,1,L7,1.617
EN608,14,13,40.2147,-70.894,67.054,34.083,10.046,2018-02-02 15:14:57,2021-06-23,3234.375,1198.08157631633,0.273839406543909,0.32,NESLTER_EN608_01Feb2018(1)_phyto_PE_SSC_C014N13.fcs,3028.125,2893.4337529024,0.619208447567313,3318.75,5260.27987460075,1.06794544334632,3431.25,8171.10872343526,1.58150808808802,3450.0,11205.3668440505,2.06077439972878,3456.25,18558.2729312978,3.08684840252321,0.32,NESLTER_EN608_01Feb2018(1)_phyto_CHL_SSC_C014N13.fcs,345000.0,6.9,0.06,NESLTER_EN608_01Feb2018(1)_hbac_SYBR_SSC_C014N13.fcs,1,L7,1.617
EN608,14,5,40.2147,-70.894,103.931,35.0805,12.2092,2018-02-02 15:14:57,2021-06-23,306.25,104.501464400406,0.0239663849513488,0.32,NESLTER_EN608_01Feb2018(1)_phyto_PE_SSC_C014N05.fcs,3.125,1.64271948222898,0.0003694876197228,3.125,1.64271948222898,0.0003694876197228,3.125,1.64271948222898,0.0003694876197228,3.125,1.64271948222898,0.0003694876197228,3.125,1.64271948222898,0.0003694876197228,0.32,NESLTER_EN608_01Feb2018(1)_phyto_CHL_SSC_C014N05.fcs,210400.0,4.208,0.06,NESLTER_EN608_01Feb2018(1)_hbac_SYBR_SSC_C014N05.fcs,1,L7,1.617
EN608,14,1,40.2147,-70.894,120.295,35.1274,12.1789,2018-02-02 15:14:57,2021-06-23,203.125,63.585744887152,0.0146903788052904,0.32,NESLTER_EN608_01Feb2018(1)_phyto_PE_SSC_C014N01.fcs,9.375,20.8054861547031,0.0042334894133372,9.375,20.8054861547031,0.0042334894133372,9.375,20.8054861547031,0.0042334894133372,12.5,263.285084991461,0.0444492112842775,12.5,263.285084991461,0.0444492112842775,0.32,NESLTER_EN608_01Feb2018(1)_phyto_CHL_SSC_C014N01.fcs,279466.666666667,5.58933333333333,0.06,NESLTER_EN608_01Feb2018(1)_hbac_SYBR_SSC_C014N01.fcs,1,L7,1.617
EN608,14,9,40.2147,-70.894,78.719,34.4925,11.0999,2018-02-02 15:14:57,2021-06-23,3068.75,1118.86287304138,0.255436096008471,0.32,NESLTER_EN608_01Feb2018(1)_phyto_PE_SSC_C014N09.fcs,2931.25,2752.17423856498,0.589496321017073,3165.625,4655.53403801898,0.950459669940044,3306.25,9598.27396288683,1.80737829851836,3353.125,18384.6733764203,3.17664288415692,3356.25,21171.6616506876,3.57490385601192,0.32,NESLTER_EN608_01Feb2018(1)_phyto_CHL_SSC_C014N09.fcs,351133.333333333,7.02266666666667,0.06,NESLTER_EN608_01Feb2018(1)_hbac_SYBR_SSC_C014N09.fcs,1,L7,1.617
EN608,15,1,40.1257,-70.7978,128.747,35.4316,12.91,2018-02-02 19:00:30,2021-06-23,325.0,130.969157530956,0.0297234349978818,0.32,NESLTER_EN608_01Feb2018(1)_phyto_PE_SSC_C015N01.fcs,53.125,82.7693272043374,0.0173199321018272,75.0,225.390044486127,0.0448086939078479,78.125,279.612316326071,0.0546619261884704,78.125,279.612316326071,0.0546619261884704,90.625,14490.7855301694,2.05107125058596,0.32,NESLTER_EN608_01Feb2018(1)_phyto_CHL_SSC_C015N01.fcs,354583.333333333,7.09166666666667,0.06,NESLTER_EN608_01Feb2018(1)_hbac_SYBR_SSC_C015N01.fcs,1,NaN,NaN
EN608,15,3,40.1257,-70.7978,90.731,35.1688,12.7275,2018-02-02 19:00:30,2021-06-23,1453.125,526.343126994067,0.119867636889983,0.32,NESLTER_EN608_01Feb2018(1)_phyto_PE_SSC_C015N03.fcs,421.875,693.081771646186,0.144293709561785,496.875,1270.70323989977,0.254246706493312,531.25,2044.67256452562,0.392321528817635,534.375,2500.9822004226,0.465138171815908,534.375,2500.9822004226,0.465138171815908,0.32,NESLTER_EN608_01Feb2018(1)_phyto_CHL_SSC_C015N03.fcs,439150.0,8.783,0.06,NESLTER_EN608_01Feb2018(1)_hbac_SYBR_SSC_C015N03.fcs,1,NaN,NaN
EN608,15,5,40.1257,-70.7978,60.48,34.3354,10.4819,2018-02-02 19:00:30,2021-06-23,7562.5,3296.06732849346,0.746477575161664,0.32,NESLTER_EN608_01Feb2018(1)_phyto_PE_SSC_C015N05.fcs,3662.5,5862.58034966029,1.22317527520888,4075.0,9279.53894024035,1.87025180331918,4240.625,13458.5275664773,2.60859251010736,4287.5,22979.8649384662,4.07555801576961,4296.875,34616.7830010607,5.70497417451256,0.32,NESLTER_EN608_01Feb2018(1)_phyto_CHL_SSC_C015N05.fcs,915783.333333333,18.3156666666667,0.06,NESLTER_EN608_01Feb2018(1)_hbac_SYBR_SSC_C015N05.fcs,1,NaN,NaN
EN608,15,8,40.1257,-70.7978,42.337,34.2931,10.3916,2018-02-02 19:00:30,2021-06-22,8446.875,3387.01305120873,0.770101396572783,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C015N08.fcs,5096.875,7688.82632693775,1.60853242839048,5693.75,12574.4856146565,2.53436349748588,5975.0,19732.8057418321,3.79877309814002,6006.25,26627.2774789602,4.8619166728156,6012.5,34482.7689084877,5.95204444788538,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C015N08.fcs,932183.333333333,18.6436666666667,0.06,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C015N08.fcs,1,NaN,NaN
EN608,15,11,40.1257,-70.7978,34.152,34.1579,10.0533,2018-02-02 19:00:30,2021-06-22,7896.875,3251.78044515582,0.738489325074877,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C015N11.fcs,5446.875,8085.55384743223,1.69236544231781,5937.5,11940.4278863574,2.42475020719376,6265.625,19678.3729691937,3.79866201613252,6296.875,23972.8282453288,4.48164581053622,6303.125,29952.3430584666,5.33216221562915,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C015N11.fcs,939850.0,18.797,0.06,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C015N11.fcs,1,NaN,NaN
EN608,15,15,40.1257,-70.7978,14.387,33.5774,8.5649,2018-02-02 19:00:30,2021-06-22,5303.125,2173.76410167892,0.493861328816613,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C015N15.fcs,5525.0,8958.18647236688,1.86549850350968,6040.625,12811.6925869999,2.59915028905614,6443.75,23910.4390843083,4.55017116556936,6509.375,36892.4937140374,6.56866104874295,6515.625,51879.7338837902,8.574579542106,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C015N15.fcs,937100.0,18.742,0.06,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C015N15.fcs,1,NaN,NaN
EN608,15,19,40.1257,-70.7978,6.252,33.559,8.5075,2018-02-02 19:00:30,2021-06-22,5153.125,2217.40837055901,0.50198140234012,0.32,NESLTER_EN608_01Feb2018_phyto_PE_SSC_C015N19.fcs,5415.625,8775.90608394605,1.82790130437106,6065.625,13548.7389291677,2.73813897015467,6600.0,27699.0832637448,5.23356823785425,6662.5,39555.9351932912,7.08355291221978,6665.625,41472.1847569366,7.36371434132471,0.32,NESLTER_EN608_01Feb2018_phyto_CHL_SSC_C015N19.fcs,897650.0,17.953,0.04,NESLTER_EN608_01Feb2018_hbac_SYBR_SSC_C015N19.fcs,1,NaN,NaN
